Time,Num,AvgCPU,AvgMEM,AvgNetI,AvgNetO,miner3-CPU,miner3-mem,miner3-netI,miner3-netO,miner2-CPU,miner2-mem,miner2-netI,miner2-netO,miner1-CPU,miner1-mem,miner1-netI,miner1-netO,miner5-CPU,miner5-mem,miner5-netI,miner5-netO,miner4-CPU,miner4-mem,miner4-netI,miner4-netO
17:17:31,5,2.68,1.18,29060000,27800000,3.35,1.16,29100000.000,27400000.000,2.36,1.17,28900000.000,28600000.000,2.38,1.18,29100000.000,27900000.000,2.81,1.19,29100000.000,27200000.000,2.48,1.22,29100000.000,27900000.000
