Time,Num,AvgCPU,AvgMEM,AvgNetI,AvgNetO,miner5-CPU,miner5-mem,miner5-netI,miner5-netO,miner1-CPU,miner1-mem,miner1-netI,miner1-netO,miner2-CPU,miner2-mem,miner2-netI,miner2-netO,miner4-CPU,miner4-mem,miner4-netI,miner4-netO,miner3-CPU,miner3-mem,miner3-netI,miner3-netO
14:49:45,5,2.36,2.24,175000,157400,2.65,1.74,177000.000,161000.000,2.35,2.40,173000.000,159000.000,2.17,3.62,168000.000,149000.000,2.81,2.05,188000.000,154000.000,1.81,1.40,169000.000,164000.000
14:49:55,10,1.62,2.14,195300,176000,2.65,1.74,177000.000,161000.000,2.35,2.40,173000.000,159000.000,2.17,3.62,168000.000,149000.000,2.81,2.05,188000.000,154000.000,1.81,1.40,169000.000,164000.000,0.89,1.49,219000.000,193000.000,0.89,2.23,212000.000,194000.000,1.02,3.67,207000.000,191000.000,0.82,1.69,231000.000,190000.000,0.75,1.13,209000.000,205000.000
14:50:05,15,1.88,2.12,215933,194800,2.65,1.74,177000.000,161000.000,2.35,2.40,173000.000,159000.000,2.17,3.62,168000.000,149000.000,2.81,2.05,188000.000,154000.000,1.81,1.40,169000.000,164000.000,0.89,1.49,219000.000,193000.000,0.89,2.23,212000.000,194000.000,1.02,3.67,207000.000,191000.000,0.82,1.69,231000.000,190000.000,0.75,1.13,209000.000,205000.000,2.52,1.51,263000.000,228000.000,1.34,2.25,249000.000,227000.000,2.07,3.71,245000.000,229000.000,2.90,1.67,275000.000,230000.000,3.18,1.17,254000.000,248000.000
14:50:16,20,3.81,2.21,532450,419650,2.65,1.74,177000.000,161000.000,2.35,2.40,173000.000,159000.000,2.17,3.62,168000.000,149000.000,2.81,2.05,188000.000,154000.000,1.81,1.40,169000.000,164000.000,0.89,1.49,219000.000,193000.000,0.89,2.23,212000.000,194000.000,1.02,3.67,207000.000,191000.000,0.82,1.69,231000.000,190000.000,0.75,1.13,209000.000,205000.000,2.52,1.51,263000.000,228000.000,1.34,2.25,249000.000,227000.000,2.07,3.71,245000.000,229000.000,2.90,1.67,275000.000,230000.000,3.18,1.17,254000.000,248000.000,6.84,1.88,1050000.000,971000.000,11.65,2.70,1580000.000,1080000.000,9.25,4.18,1620000.000,1160000.000,9.43,2.09,1470000.000,1070000.000,10.93,1.67,1690000.000,1190000.000
14:50:26,25,5.57,2.35,973960,737320,2.65,1.74,177000.000,161000.000,2.35,2.40,173000.000,159000.000,2.17,3.62,168000.000,149000.000,2.81,2.05,188000.000,154000.000,1.81,1.40,169000.000,164000.000,0.89,1.49,219000.000,193000.000,0.89,2.23,212000.000,194000.000,1.02,3.67,207000.000,191000.000,0.82,1.69,231000.000,190000.000,0.75,1.13,209000.000,205000.000,2.52,1.51,263000.000,228000.000,1.34,2.25,249000.000,227000.000,2.07,3.71,245000.000,229000.000,2.90,1.67,275000.000,230000.000,3.18,1.17,254000.000,248000.000,6.84,1.88,1050000.000,971000.000,11.65,2.70,1580000.000,1080000.000,9.25,4.18,1620000.000,1160000.000,9.43,2.09,1470000.000,1070000.000,10.93,1.67,1690000.000,1190000.000,11.33,2.25,2100000.000,1660000.000,12.90,3.10,2750000.000,1950000.000,8.43,4.69,3200000.000,2220000.000,9.20,2.47,2600000.000,1970000.000,21.12,2.05,3050000.000,2240000.000
